NAME	GENE	SCORE	X	Y	ATAN2	cluster
YGL200C	EMP24	1.74	-0.58	-0.81	-2.192212673	G1
YPR141C	KAR3	2.796	-0.6	-0.79	-2.220345749	G1
YBL009W	YBL009W	2.06	-0.61	-0.79	-2.228324572	G1
YKL127W	PGM1	3.412	-0.61	-0.78	-2.234496708	G1
YER019W	YER019W	2.33	-0.61	-0.78	-2.234496708	G1
YLL012W	YLL012W	1.716	-0.61	-0.78	-2.234496708	G1
YLR342W	FKS1	3.281	-0.63	-0.77	-2.256525838	G1
YDR356W	NUF1	3.005	-0.63	-0.77	-2.256525838	G1
YMR307W	GAS1	2.641	-0.63	-0.76	-2.262940575	G1
YPL032C	SVL3	2.123	-0.67	-0.73	-2.313363558	G1
YGR140W	CBF2	2.327	-0.68	-0.73	-2.32074835	G1
YDL055C	PSA1	6.98	-0.69	-0.71	-2.341909748	G1
YGR055W	MUP1	2.227	-0.7	-0.71	-2.349102411	G1
YLR380W	YLR380W	1.965	-0.71	-0.7	-2.36328657	G1
YOR372C	YOR372C	1.371	-0.71	-0.7	-2.36328657	G1
YEL061C	CIN8	2.368	-0.71	-0.7	-2.36328657	S
YIL117C	YIL117C	1.527	-0.72	-0.69	-2.377467876	S
YMR295C	YMR295C	1.619	-0.72	-0.69	-2.377467876	S
YBR009C	HHF1	7.635	-0.73	-0.67	-2.399025423	S
YNL030W	HHF2	9.744	-0.73	-0.67	-2.399025423	S
YOR250C	CLP1	1.664	-0.74	-0.66	-2.413275273	S
YBR010W	HHT1	9.399	-0.74	-0.66	-2.413275273	S
YPL054W	LEE1	1.734	-0.74	-0.66	-2.413275273	S
YIL144W	TID3	1.65	-0.74	-0.66	-2.413275273	S
YJL201W	ECM25	2.302	-0.75	-0.66	-2.419937803	S
YBL002W	HTB2	8.477	-0.75	-0.65	-2.427501955	S
YDR355C	YDR355C	3.671	-0.75	-0.65	-2.427501955	S
YGL225W	GOG5	1.44	-0.76	-0.64	-2.441699784	S
YKL008C	YKL008C	4.75	-0.76	-0.64	-2.441699784	S
YML117W	YML117W	1.43	-0.78	-0.62	-2.469986497	S
YML012W	ERV25	2.164	-0.78	-0.61	-2.477892272	S
YNL031C	HHT2	8.063	-0.78	-0.61	-2.477892272	S
YIR017C	MET28	2.166	-0.78	-0.61	-2.477892272	S
YDR224C	HTB1	10.38	-0.79	-0.6	-2.492043231	S
YMR144W	YMR144W	1.756	-0.79	-0.6	-2.492043231	S
YIL074C	YIL074C	1.574	-0.8	-0.59	-2.506139661	S
YNR066C	YNR066C	1.508	-0.8	-0.59	-2.506139661	S
YPL269W	KAR9	2.398	-0.8	-0.58	-2.514284461	S
YDR225W	HTA1	10.68	-0.82	-0.57	-2.534148056	S
YGL184C	YGL184C	3.813	-0.82	-0.56	-2.542417331	S
YLL062C	YLL062C	2.518	-0.82	-0.56	-2.542417331	S
YPR107C	YTH1	1.639	-0.83	-0.54	-2.564794063	S
YBL003C	HTA2	10.32	-0.84	-0.53	-2.578724421	S
YPR159W	KRE6	2.139	-0.84	-0.53	-2.578724421	S
YKL001C	MET14	3.206	-0.84	-0.53	-2.578724421	S
YHR030C	SLT2	1.639	-0.84	-0.53	-2.578724421	S
YAL067C	SEO1	1.648	-0.84	-0.52	-2.587285157	S
YJL092W	HPR5	1.737	-0.85	-0.52	-2.592567514	S
YEL068C	YEL068C	5.047	-0.85	-0.52	-2.592567514	S
YPL127C	HHO1	8.513	-0.86	-0.5	-2.614965382	S
YLR045C	STU2	3.242	-0.86	-0.49	-2.623699672	S
YKR037C	YKR037C	2.284	-0.86	-0.49	-2.623699672	S
YER003C	PMI40	3.868	-0.87	-0.49	-2.62865764	S
YGR113W	YGR113W	1.849	-0.87	-0.49	-2.62865764	S
YEL060C	PRB1	1.512	-0.87	-0.47	-2.646281423	S
YHR061C	GIC1	5.193	-0.88	-0.46	-2.659928976	S
YNL283C	WSC2	6.217	-0.88	-0.46	-2.659928976	S
YDR261C	EXG2	1.932	-0.9	-0.42	-2.704965494	S
YER091C	MET6	2.956	-0.9	-0.42	-2.704965494	S
YPL250C	YPL250C	1.561	-0.9	-0.42	-2.704965494	S
YPL274W	YPL274W	2.111	-0.9	-0.42	-2.704965494	S
YGR099W	TEL2	2.667	-0.91	-0.41	-2.718281898	S
YKR069W	MET1	1.709	-0.91	-0.4	-2.727454103	S
YKR010C	TOF2	2.672	-0.92	-0.38	-2.749892714	S
YHR098C	YHR098C	1.575	-0.93	-0.34	-2.791096026	S
YOR073W	YOR073W	2.881	-0.94	-0.34	-2.79453105	S
YMR238W	DFG5	3.108	-0.94	-0.32	-2.813472759	S
YDR247W	YDR247W	2.096	-0.94	-0.31	-2.823036977	S
YBL063W	KIP1	2.574	-0.95	-0.3	-2.835713782	S
YPR034W	ARP7	1.417	-0.95	-0.28	-2.854971411	S
YDR451C	YDR451C	3.066	-0.95	-0.28	-2.854971411	S
YDR448W	ADA2	1.465	-0.96	-0.27	-2.867425202	S
YPL253C	VIK1	2.239	-0.96	-0.26	-2.877104271	S
YJL118W	YJL118W	4.111	-0.96	-0.26	-2.877104271	S
YBR008C	FLR1	2.806	-0.96	-0.24	-2.89661399	S
YNR009W	YNR009W	4.744	-0.96	-0.24	-2.89661399	S
YLR455W	YLR455W	4.935	-0.97	-0.24	-2.89904117	S
YOL012C	HTA3	1.891	-0.97	-0.23	-2.90877884	S
YJL119C	YJL119C	2.055	-0.97	-0.2	-2.93825657	S
YFR030W	MET10	1.647	-0.98	-0.18	-2.959943824	S
YGL125W	MET11	1.323	-0.98	-0.18	-2.959943824	S
YJR137C	ECM17	2.395	-0.98	-0.17	-2.969832502	S
YEL042W	GDA1	1.92	-0.98	-0.17	-2.969832502	S
YLL061W	YLL061W	1.604	-0.98	-0.17	-2.969832502	S
YOR188W	MSB1	3.043	-0.98	-0.16	-2.979755222	S
YKL065C	YET1	1.446	-0.98	-0.15	-2.989710196	S
YOR391C	YOR391C	2.426	-0.98	-0.14	-2.999695599	G2
YJR001W	YJR001W	1.545	-0.99	-0.14	-3.001110025	G2
YLR302C	YLR302C	1.565	-0.99	-0.14	-3.001110025	G2
YOL058W	ARG1	1.574	-0.99	-0.13	-3.011026559	G2
YLR210W	CLB4	3.08	-0.99	-0.13	-3.011026559	G2
YLR288C	MEC3	1.402	-0.99	-0.13	-3.011026559	G2
YLR303W	MET17	4.915	-0.99	-0.13	-3.011026559	G2
YNL276C	YNL276C	1.605	-0.99	-0.13	-3.011026559	G2
YHR086W	NAM8	3.086	-0.99	-0.12	-3.020968985	G2
YLR373C	YLR373C	2.62	-0.99	-0.12	-3.020968985	G2
YOL112W	MSB4	1.326	-0.99	-0.09	-3.050932766	G2
YER018C	YER018C	2.317	-0.99	-0.08	-3.060959778	G2
YNL216W	RAP1	1.622	-0.99	-0.05	-3.09113048	G2
YGL216W	KIP3	3.063	-0.99	-0.04	-3.101210578	G2
YOL088C	MPD2	1.471	-0.99	-0.04	-3.101210578	G2
YNL197C	WHI3	1.691	-0.99	-0.04	-3.101210578	G2
YKL035W	YKL035W	2.01	-1	-0.02	-3.12159532	G2
YBR243C	ALG7	2.43	-1	-0.01	-3.131592987	G2
YGR124W	ASN2	6.28	-1	0	3.141592654	G2
YJR010W	MET3	4.41	-1	0	3.141592654	G2
YIL135C	YIL135C	1.53	-1	0	3.141592654	G2
YIR010W	YIR010W	2.42	-1	0	3.141592654	G2
YKL048C	ELM1	3.08	-1	0.006	3.135592726	G2
YHR208W	BAT1	3.46	-1	0.007	3.134592768	G2
YJL060W	YJL060W	2.9	-1	0.008	3.133592824	G2
YNL043C	YNL043C	1.85	-1	0.012	3.12959323	G2
YPL116W	HOS3	3.07	-1	0.013	3.128593386	G2
YKL096W	CWP1	6.01	-1	0.015	3.126593778	G2
YBR256C	RIB5	1.7	-1	0.018	3.123594597	G2
YMR163C	YMR163C	2.02	-1	0.018	3.123594597	G2
YIL129C	YIL129C	5.001	-0.99	0.022	3.119374088	G2
YJL099W	CHS6	1.46	-1	0.03	3.111601649	G2
YMR215W	YMR215W	5.652	-0.99	0.032	3.109280671	G2
YER042W	YER042W	2.851	-0.99	0.036	3.105245033	G2
YKL052C	YKL052C	2.161	-0.99	0.037	3.104236303	G2
YER032W	FIR1	2.963	-0.99	0.048	3.093145744	G2
YLR180W	SAM1	2.373	-0.99	0.054	3.087101197	G2
YDR302W	YDR302W	1.953	-0.99	0.059	3.082067099	G2
YLR209C	YLR209C	1.893	-0.99	0.063	3.078041982	G2
YHR178W	STB5	1.352	-0.99	0.065	3.076030188	G2
YIL123W	SIM1	3.317	-0.99	0.066	3.07502449	G2
YMR003W	YMR003W	5.082	-0.99	0.07	3.071003064	G2
YOR324C	YOR324C	3.43	-0.99	0.079	3.061963407	G2
YMR198W	CIK1	3.553	-0.99	0.086	3.054941491	G2
YEL017W	YEL017W	2.65	-0.99	0.088	3.052936772	G2
YHR006W	STP2	1.446	-0.99	0.092	3.048929491	G2
YPR167C	MET16	1.788	-0.99	0.094	3.046926961	G2
YPR155C	NCA2	1.347	-0.99	0.103	3.037925222	G2
YPL264C	YPL264C	1.669	-0.99	0.105	3.035927071	G2
YOR323C	PRO2	2.082	-0.99	0.111	3.029937761	G2
YLR225C	YLR225C	1.701	-0.99	0.114	3.026946092	G2
YHR108W	YHR108W	1.44	-0.99	0.119	3.02196458	G2
YHR146W	YHR146W	1.783	-0.99	0.123	3.017983649	G2
YPL133C	YPL133C	1.354	-0.98	0.144	2.995697905	G2
YNL176C	YNL176C	2.213	-0.98	0.146	2.993700809	G2
YIL131C	FKH1	3.345	-0.98	0.163	2.976774938	G2
YGL101W	YGL101W	3.388	-0.98	0.168	2.97181438	G2
YDR130C	YDR130C	2.892	-0.98	0.17	2.969832502	G2
YKR041W	YKR041W	2.106	-0.98	0.184	2.955998277	G2
YGL212W	VAM7	1.447	-0.98	0.192	2.948124803	G2
YHR135C	YCK1	2.263	-0.98	0.195	2.945178448	G2
YJL134W	LCB3	2.08	-0.98	0.197	2.943216125	G2
YMR278W	YMR278W	1.33	-0.97	0.212	2.926419433	G2
YMR055C	BUB2	1.433	-0.96	0.245	2.891718069	G2
YKL069W	YKL069W	2.741	-0.96	0.256	2.880990262	G2
YPL128C	TBF1	2.411	-0.96	0.257	2.880018004	G2
YCR069W	SCC3	1.628	-0.96	0.265	2.872258272	G2
YIL050W	PCL7	2.186	-0.95	0.294	2.841467226	G2
YJL158C	CIS3	1.709	-0.95	0.301	2.834756893	G2
YJL137C	GLG2	1.841	-0.94	0.328	2.805865881	G2
YNL003C	PET8	1.526	-0.94	0.331	2.803023628	G2
YOL114C	YOL114C	1.505	-0.94	0.331	2.803023628	G2
YIL072W	HOP1	10.36	-0.94	0.337	2.797356184	G2
YOR332W	VMA4	1.429	-0.93	0.367	2.765729631	G2
YLR142W	PUT1	2.486	-0.92	0.369	2.760149596	G2
YML125C	YML125C	2.811	-0.92	0.38	2.749892714	G2
YML065W	ORC1	1.553	-0.92	0.39	2.740643028	G2
YOR235W	SNR17A	1.636	-0.91	0.399	2.728375435	G2
YFL037W	TUB2	2.333	-0.9	0.426	2.699505046	G2
YJR048W	CYC1	1.351	-0.9	0.43	2.695880341	G2
YBL052C	SAS3	1.936	-0.89	0.449	2.674356007	G2
YPL025C	YPL025C	1.653	-0.88	0.457	2.662610207	G2
YJR110W	YJR110W	1.544	-0.87	0.485	2.633031449	G2
YLR056W	ERG3	1.657	-0.86	0.505	2.610631169	G2
YCL062W	YCL062W	1.98	-0.85	0.513	2.598582038	G2
YDR149C	YDR149C	2.562	-0.85	0.525	2.588298328	G2
YPL075W	GCR1	1.946	-0.84	0.53	2.578724421	G2
YOR337W	TEA1	1.547	-0.84	0.542	2.568572281	G2
YBR133C	HSL7	1.371	-0.83	0.545	2.560573177	G2
YDR089W	YDR089W	2.779	-0.82	0.561	2.54158616	G2
YCL025C	AGP1	2.095	-0.82	0.564	2.539098311	G2
YDR346C	YDR346C	1.509	-0.81	0.579	2.520992905	G2
YMR183C	SSO2	1.783	-0.81	0.582	2.518545972	G2
YLR437C	YLR437C	1.958	-0.81	0.583	2.517732234	G2
YDR011W	SNQ2	1.56	-0.8	0.59	2.506139661	G2
YCLX09W	YCLX09W	1.557	-0.79	0.605	2.488041632	G2
YMR002W	YMR002W	2.265	-0.79	0.607	2.486447823	G2
YIL138C	TPM2	1.84	-0.79	0.608	2.485652379	G2
YLR058C	SHM2	1.55	-0.79	0.609	2.484857908	G2
YLR099C	YLR099C	1.828	-0.79	0.609	2.484857908	G2
YML072C	YML072C	2.319	-0.78	0.614	2.474718132	G2
YOL030W	YOL030W	3.371	-0.78	0.614	2.474718132	G2
YCL013W	YCL013W	3.976	-0.77	0.626	2.458982815	G2
YOR152C	YOR152C	1.425	-0.77	0.627	2.458201408	G2
YLL032C	YLL032C	4.251	-0.77	0.63	2.455863143	G2
YLR169W	YLR169W	1.487	-0.77	0.634	2.452759315	G2
YGR138C	YGR138C	2.925	-0.76	0.647	2.436335202	G2
YDR029W	YDR029W	1.333	-0.75	0.652	2.425981121	G2
YPL155C	KIP2	2.696	-0.74	0.662	2.411772003	G2
YPL141C	YPL141C	3.542	-0.74	0.663	2.411021881	G2
YCL014W	BUD3	5.369	-0.73	0.673	2.396799387	G2
YML058W	YML058W	7.896	-0.73	0.677	2.393845488	G2
YKL004W	AUR1	1.905	-0.73	0.678	2.393109531	G2
YPL021W	ECM23	2.258	-0.73	0.678	2.393109531	G2
YKL183W	YKL183W	1.335	-0.71	0.695	2.366870241	G2
YKL096W-A	CWP2	2.031	-0.7	0.705	2.352635786	G2
YCR002C	CDC10	1.359	-0.69	0.715	2.338402773	G2
YKR039W	GAP1	2.567	-0.69	0.721	2.33422779	G2
YCL063W	YCL063W	3.017	-0.67	0.733	2.311320857	G2
YPR111W	DBF20	2.573	-0.67	0.736	2.309287245	M
YDR150W	NUM1	2.306	-0.67	0.736	2.309287245	G2
YNL037C	IDH1	2.259	-0.67	0.74	2.306589826	M
YIL158W	YIL158W	5.693	-0.67	0.741	2.305917972	M
YCL012W	YCL012W	5.242	-0.66	0.746	2.295104171	M
YPR045C	YPR045C	1.638	-0.66	0.747	2.294439426	M
YHR205W	SCH9	1.508	-0.66	0.749	2.293112931	M
YOR153W	PDR5	5.116	-0.65	0.754	2.282255453	M
YOR105W	YOR105W	1.59	-0.65	0.757	2.280292258	M
YBR242W	YBR242W	1.936	-0.64	0.763	2.268748786	M
YIL011W	YIL011W	1.603	-0.63	0.776	2.252724645	M
YKR046C	YKR046C	1.803	-0.62	0.779	2.24302747	M
YOL069W	NUF2	2.448	-0.62	0.784	2.239912328	M
YGL021W	ALK1	7.36	-0.6	0.793	2.218521063	M
YOR129C	YOR129C	1.409	-0.58	0.813	2.190463808	M
YMR015C	ERG5	2.046	-0.57	0.82	2.178240925	M
YOL014W	YOL014W	1.511	-0.56	0.822	2.168837634	M
YJR092W	BUD4	4.456	-0.56	0.824	2.167707381	M
YML120C	NDI1	1.447	-0.56	0.824	2.167707381	M
YBR086C	YBR086C	3.2	-0.55	0.833	2.15435328	M
YIL094C	YIL094C	1.536	-0.55	0.833	2.15435328	M
YNL171C	YNL171C	1.466	-0.54	0.838	2.143218666	M
YOR298W	YOR298W	2.957	-0.53	0.847	2.12992609	M
YGR035C	YGR035C	3.874	-0.52	0.848	2.120870699	M
YML034W	YML034W	7.306	-0.52	0.849	2.120345634	M
YNL172W	APC1	1.721	-0.52	0.852	2.11877582	M
YPR014C	YPR014C	1.722	-0.52	0.853	2.118254337	M
YHR137W	ARO9	2.152	-0.51	0.859	2.106580667	M
YFR039C	YFR039C	2.167	-0.5	0.864	2.095409583	M
YOR315W	YOR315W	3.634	-0.5	0.865	2.09490826	M
YHL028W	WSC4	9.908	-0.48	0.874	2.073024424	M
YJL051W	YJL051W	6.092	-0.48	0.875	2.072542084	M
YML052W	SUR7	5.674	-0.47	0.88	2.061343276	M
YLR098C	CHA4	1.711	-0.46	0.884	2.050600519	M
YML033W	YML033W	6.421	-0.45	0.889	2.039381059	M
YLR353W	BUD8	4.286	-0.45	0.891	2.038476172	M
YGR279C	YGR279C	2.662	-0.44	0.894	2.028160356	M
YML123C	PHO84	1.787	-0.43	0.899	2.016941235	M
YMR189W	GCV2	2.72	-0.42	0.904	2.005726519	M
YPL265W	DIP5	1.491	-0.42	0.906	2.004882657	M
YPL111W	CAR1	1.456	-0.41	0.911	1.993695894	M
YPR013C	YPR013C	1.421	-0.4	0.913	1.983723772	M
YGR240C	PFK1	1.619	-0.4	0.915	1.982920071	M
YMR001C	CDC5	9.901	-0.39	0.916	1.973314074	M
YIL056W	YIL056W	2.363	-0.39	0.917	1.972920957	M
YMR145C	YMR145C	3.228	-0.39	0.918	1.972528566	M
YMR202W	ERG2	1.645	-0.39	0.919	1.972136898	M
YLR131C	ACE2	5.996	-0.38	0.923	1.961348878	M
YOR025W	HST3	8.396	-0.38	0.924	1.96096783	M
YHR023W	MYO1	5.613	-0.37	0.926	1.950930264	M
YPR128C	YPR128C	1.859	-0.37	0.928	1.950187463	M
YOR258W	YOR258W	1.754	-0.36	0.931	1.939768332	M
YKL172W	YKL172W	6.716	-0.36	0.932	1.939407354	M
YGR108W	CLB1	8.779	-0.34	0.936	1.919224159	M
YJR003C	YJR003C	1.809	-0.34	0.937	1.918881636	M
YPR156C	YPR156C	7.421	-0.34	0.937	1.918881636	M
YLR438W	CAR2	3.209	-0.34	0.938	1.918539758	M
YPR119W	CLB2	10.05	-0.32	0.946	1.896980038	M
YML035C-A	YML035C-A	1.5085	-0.32	0.946	1.896980038	M
YIL122W	YIL122W	1.934	-0.31	0.95	1.886217852	M
YIL106W	MOB1	4.663	-0.3	0.951	1.87637322	M
YGL255W	ZRT1	2.751	-0.3	0.952	1.876071819	M
YKL130C	YKL130C	2.37	-0.3	0.953	1.875770994	M
YGL209W	MIG2	1.501	-0.29	0.954	1.865903441	M
YDR146C	SWI5	6.726	-0.29	0.955	1.865612034	M
YBR138C	YBR138C	3.004	-0.27	0.961	1.844692547	M
YDR276C	YDR276C	1.314	-0.27	0.961	1.844692547	M
YPR157W	YPR157W	3.311	-0.27	0.961	1.844692547	M
YLR214W	FRE1	1.609	-0.27	0.962	1.844421838	M
YPL242C	IQG1	3.086	-0.25	0.965	1.824290599	M
YLR084C	YLR084C	2.11	-0.25	0.966	1.824039265	M
YHR029C	YHR029C	1.574	-0.25	0.967	1.823788417	M
YML116W	ATR1	1.569	-0.24	0.968	1.813829467	M
YIL162W	SUC2	1.731	-0.23	0.971	1.803378931	M
YKR021W	YKR021W	1.856	-0.19	0.98	1.762298045	M
YPR138C	MEP3	1.589	-0.19	0.981	1.762107565	M
YOR104W	YOR104W	1.36	-0.19	0.981	1.762107565	M
YDL048C	STP4	1.314	-0.18	0.983	1.751902847	M
YOL132W	YOL132W	1.359	-0.18	0.983	1.751902847	M
YOR256C	YOR256C	4.576	-0.16	0.986	1.731665899	M
YPR149W	NCE2	8.962	-0.15	0.987	1.721617921	M
YNL111C	CYB5	1.456	-0.15	0.989	1.721317514	M
YLR034C	YLR034C	2.163	-0.14	0.989	1.711419136	M
YOR058C	ASE1	4.248	-0.13	0.99	1.701362422	M
YGR176W	YGR176W	2.53	-0.13	0.99	1.701362422	M
YLR190W	YLR190W	10.65	-0.13	0.99	1.701362422	M
YBR139W	YBR139W	1.722	-0.12	0.991	1.691299452	M
YCRX05W	YCRX05W	1.66	-0.12	0.992	1.691179148	M
YGR259C	YGR259C	1.323	-0.12	0.992	1.691179148	M
YMR032W	YMR032W	10.97	-0.12	0.992	1.691179148	M
YGR177C	ATF2	3.141	-0.11	0.993	1.681121946	M
YNR050C	LYS9	1.48	-0.08	0.996	1.650945546	M
YPL058C	PDR12	2.589	-0.07	0.997	1.64089193	M
YOL158C	YOL158C	3.267	-0.07	0.997	1.64089193	M
YDR432W	NPL3	1.469	-0.06	0.997	1.630904374	M
YDL180W	YDL180W	1.383	-0.06	0.998	1.63084429	M
YLL028W	YLL028W	5.468	-0.05	0.998	1.620854673	M
YLR095C	YLR095C	2.52	-0.05	0.998	1.620854673	M
YML066C	YML066C	1.998	-0.05	0.998	1.620854673	M
YBL030C	PET9	1.391	-0.04	0.999	1.61081499	M
YGL008C	PMA1	4.135	-0.04	0.999	1.61081499	M
YIL119C	RPI1	2.621	-0.03	0.999	1.600817335	M
YBL098W	YBL098W	2.044	-0.03	0.999	1.600817335	M
YML119W	YML119W	8.303	-0.03	0.999	1.600817335	M
YCL043C	PDI1	1.407	-0.03	1	1.600787332	M
YBR038W	CHS2	9.593	-0.02	0.999	1.590813673	M
YMR058W	FET3	4.742	-0.02	0.999	1.590813673	M
YBL100C	YBL100C	1.486	0	1	1.570796327	M
YEL065W	YEL065W	3.458	0	1	1.570796327	M
YCR024C-A	PMP1	5.073	0.007	1	1.563796441	M
YML064C	TEM1	3.18	0.007	1	1.563796441	M
YKL043W	PHD1	2.011	0.009	1	1.56179657	M
YPL036W	PMA2	3.777	0.018	1	1.55279827	M
YGL116W	CDC20	6.425	0.022	0.999	1.548777864	M
YOR314W	YOR314W	2.546	0.024	1	1.546800933	M
YOR023C	YOR023C	1.322	0.047	0.999	1.523783945	M
YOR383C	YOR383C	2.223	0.096	0.995	1.474611634	M
YOR313C	SPS4	1.976	0.107	0.994	1.463563371	M
YGL162W	SUT1	2.03	0.113	0.993	1.457487178	M
YBR093C	PHO5	3.862	0.118	0.993	1.452519154	M
YOL150C	YOL150C	1.416	0.125	0.992	1.4454489	M
YCL038C	YCL038C	1.541	0.131	0.991	1.439368612	M
YOR273C	YOR273C	2.891	0.142	0.989	1.428191558	M
YGR260W	YGR260W	1.433	0.143	0.99	1.427344063	M
YBR094W	YBR094W	1.828	0.146	0.989	1.424231036	M
YHR152W	SPO12	2.075	0.147	0.989	1.423241624	M
YKL044W	YKL044W	1.442	0.152	0.988	1.418146998	M
YBR069C	VAP1	1.812	0.158	0.987	1.412062035	M
YOL119C	YOL119C	1.711	0.174	0.984	1.395776302	M
YLR057W	YLR057W	2.159	0.181	0.983	1.388705694	M
YMR253C	YMR253C	2.062	0.19	0.982	1.379675194	M
YHL040C	YHL040C	1.984	0.192	0.981	1.377520814	M
YOR049C	YOR049C	1.486	0.206	0.978	1.363197039	M
YNL058C	YNL058C	9.392	0.225	0.974	1.343772541	M
YGR143W	SKN1	5.617	0.228	0.973	1.340622407	M
YOL070C	YOL070C	2.886	0.231	0.972	1.33747045	M
YEL025C	YEL025C	1.527	0.246	0.969	1.32217867	M
YHR151C	YHR151C	2.841	0.265	0.964	1.30252656	M
YGR284C	YGR284C	1.85	0.277	0.961	1.290161828	M
YPL095C	YPL095C	1.692	0.281	0.959	1.285761374	M
YLR100W	YLR100W	1.74	0.285	0.958	1.28163948	M
YNL056W	YNL056W	1.534	0.289	0.957	1.277519088	M
YDL039C	YDL039C	2.295	0.298	0.954	1.268030833	M
YAL040C	CLN3	2.422	0.316	0.948	1.249045772	M
YMR031C	YMR031C	6.658	0.322	0.946	1.242716743	M
YDL037C	YDL037C	2.615	0.327	0.944	1.237333741	M
YHR215W	PHO12	5.297	0.35	0.936	1.212962644	M
YDR033W	YDR033W	11.64	0.355	0.935	1.207929717	M
YNL057W	YNL057W	4.955	0.369	0.929	1.192704955	M
YMR254C	YMR254C	1.544	0.435	0.9	1.120570731	M
YER145C	YER145C	1.952	0.436	0.899	1.119234074	M
YBR092C	PHO3	10.74	0.444	0.895	1.110282101	M
YHL026C	YHL026C	4.457	0.449	0.893	1.104911585	M
YPL061W	ALD6	6.189	0.455	0.89	1.098200411	M
YGR065C	YGR065C	1.362	0.455	0.89	1.098200411	M
YGR146C	YGR146C	1.495	0.461	0.887	1.091490042	M
YGR092W	DBF2	6.256	0.464	0.885	1.087903109	M
YML050W	YML050W	1.515	0.466	0.885	1.086132135	M
YCL065W	YCL065W	2.192	0.478	0.878	1.072247944	M
YBR287W	YBR287W	1.375	0.486	0.874	1.063309322	M
YLR254C	YLR254C	1.905	0.496	0.868	1.051650213	M
YIL168W	SDL1	2.051	0.512	0.859	1.03329227	M
YKR042W	UTH1	3.144	0.515	0.856	1.02917511	M
YAR018C	KIN3	6.09	0.544	0.838	0.995008552	M
YLR297W	YLR297W	4.424	0.552	0.833	0.985569181	M
YKR079C	YKR079C	1.429	0.561	0.827	0.974745049	M
YOR229W	WTM2	5.155	0.571	0.82	0.962529979	M
YDR380W	YDR380W	1.697	0.579	0.815	0.953104975	M
YCR040W	ALPHA1	2.374	0.582	0.812	0.948917799	M
YCL066W	ALPHA1	1.442	0.588	0.808	0.94170575	M
YLR413W	YLR413W	3.407	0.588	0.808	0.94170575	M
YDL128W	VCX1	1.551	0.608	0.793	0.916687129	M
YIL121W	YIL121W	1.315	0.627	0.779	0.893088034	M
YCR042C	TSM1	4.022	0.633	0.773	0.884644281	M
YAL022C	FUN26	3.795	0.665	0.746	0.842741323	M
YDR190C	YDR190C	1.347	0.681	0.731	0.820794139	M
YAR071W	PHO11	8.047	0.687	0.726	0.812992007	M
YCR041W	YCR041W	3.531	0.687	0.726	0.812992007	M
YBR200W	BEM1	3.349	0.688	0.725	0.811577602	M
YNL145W	MFA2	3.364	0.688	0.725	0.811577602	M
YBR202W	CDC47	9.591	0.688	0.724	0.810888392	M
YBR054W	YRO2	12.97	0.694	0.719	0.80308917	M
YKL209C	STE6	1.771	0.701	0.712	0.793182861	M
YDL138W	RGT2	2.069	0.727	0.686	0.756390025	M
YFL026W	STE2	1.342	0.728	0.685	0.754975847	M
YDR337W	MRPS28	1.699	0.771	0.636	0.689742161	M
YBL023C	MCM2	4.274	0.772	0.635	0.688333855	M
YFL006W	YFL006W	1.369	0.775	0.631	0.683335824	M
YJL079C	PRY1	6.259	0.776	0.63	0.681928318	M
YLR347C	KAP95	1.335	0.788	0.616	0.663498443	M
YPR019W	CDC54	4.048	0.793	0.608	0.654109198	M
YJL157C	FAR1	6.488	0.802	0.596	0.639097614	M
YGL201C	MCM6	2.848	0.809	0.587	0.62769294	M
YFR002W	NIC96	1.697	0.823	0.568	0.604089981	M
YIL167W	YIL167W	2.482	0.827	0.562	0.596878931	M
YGR230W	YGR230W	3.674	0.836	0.547	0.579396486	M
YDR077W	SED1	3.256	0.844	0.535	0.564963927	M
YHR139C	SPS100	1.314	-0.98	0.149
YLR101C	YLR101C	1.314	0.014	1
YMR102C	YMR102C	1.314	-0.52	0.851
YOR112W	YOR112W	1.314	-0.89	-0.45
YGR222W	PET54	1.313	0.942	-0.33
YGR282C	BGL2	1.313	-0.76	0.648
YDR219C	YDR219C	1.312	-0.98	-0.18
YGL126W	SCS3	1.31	0.719	-0.69
YDR502C	SAM2	1.309	-0.96	0.271
YDL247W	YDL247W	1.308	0.918	-0.39
YNL277W	MET2	1.307	-0.77	-0.63
YOR373W	NUD1	1.306	-0.57	-0.81
YCR100C	YCR100C	1.304	-0.73	0.677
YFR053C	HXK1	1.304	-0.08	-0.99
YKR099W	BAS1	1.304	-0.08	0.996
YBL082C	RHK1	1.302	-0.62	0.783
YBR149W	YBR149W	1.302	0.794	-0.6
YFL068W	YFL068W	1.301	1	0
YJL084C	YJL084C	1.301	0.78	0.626
YDR294C	DPL1	1.3	-0.99	0.128
YGL175C	SAE2	1.3	0.032	-1
YJL186W	YJL186W	1.3	-0.82	-0.56
YMR065W	KAR5	1.3	-0.44	0.895
YBR279W	PAF1	1.297	0.183	0.983
YDL094C	YDL094C	1.295	-0.09	-0.99
YHR104W	GRE3	1.294	0.711	-0.7
YGR139W	YGR139W	1.293	-0.77	-0.63
YCR037C	PHO87	1.292	-0.33	0.943
YPR005C	HAL1	1.292	-0.22	-0.97
YBR257W	POP4	1.287	-0.16	0.986
YDL221W	YDL221W	1.287	0.863	-0.5
